Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Régularité;Commentaires
2013-04;Sud-Est;NIMES;PARIS LYON;356;356;0;48;86.5;
2013-04;Atlantique;RENNES;PARIS MONTPARNASSE;566;566;0;40;92.9;
2013-04;Atlantique;ST MALO;PARIS MONTPARNASSE;99;99;0;3;97.0;
2013-04;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;418;418;0;51;87.8;
2013-04;Est;STRASBOURG;PARIS EST;466;466;0;25;94.6;
2013-04;Sud-Est;PARIS LYON;TOULON;221;221;0;25;88.7;Plusieurs incidents techniques et des actes de malveillance ont eu lieu les 17, 19, 21, 25 et 26 Avril sur l'Axe Paris-Lyon entrainant de nombreux retards.
2013-04;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;145;145;0;15;89.7;Accidents de personne les 15, 17 et 18. Présomption d'avarie sur le fil d'alimentation électrique (caténaire) le 14 près de Bordeaux.
2013-04;Atlantique;TOURS;PARIS MONTPARNASSE;172;172;0;15;91.3;
2013-04;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;251;251;0;31;87.6;
2013-04;Sud-Est;AVIGNON TGV;PARIS LYON;383;382;1;52;86.4;
2013-04;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;626;626;0;41;93.5;Problème matériel d'un train en ligne générant du retard pour les trains à sa suite le 10 avril. Présomption d'avarie sur le fil d'alimentation électrique (caténaire) près de Bordeaux le 14 avril. Accident de personne à Poitiers le 15 avril. Intervention pompier sur le TGV 8503 suite à malaise grave d'un voyageur à bord le 24 avril.
2013-05;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;205;205;0;27;86.8;
2013-05;Nord;DOUAI;PARIS NORD;209;209;0;21;90.0;
2013-05;Nord;PARIS NORD;DOUAI;212;212;0;21;90.1;
2013-05;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;227;226;1;9;96.0;
2013-05;Atlantique;PARIS MONTPARNASSE;LAVAL;244;243;1;10;95.9;
2013-05;Atlantique;PARIS MONTPARNASSE;LE MANS;455;454;1;31;93.2;
2013-05;Nord;LILLE;LYON PART DIEU;309;309;0;33;89.3;Plusieurs actes de malveillance (vols de câbles, pose de plaques de béton sur les voies de la LGV Nord).
2013-05;Nord;LYON PART DIEU;LILLE;251;251;0;52;79.3;Plusieurs actes de malveillance (vols de câbles, pose de plaques de béton sur les voies de la LGV Nord).
2013-05;Sud-Est;LYON PART DIEU;PARIS LYON;634;634;0;38;94.0;
2013-05;Sud-Est;PARIS LYON;LYON PART DIEU;630;629;1;36;94.3;
2013-05;Atlantique;RENNES;LYON PART DIEU;82;82;0;7;91.5;
2013-05;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;471;471;0;34;92.8;
2013-05;Est;METZ;PARIS EST;301;301;0;24;92.0;
2013-05;Atlantique;ANGOULEME;PARIS MONTPARNASSE;355;354;1;32;91.0;
2013-05;Atlantique;PARIS MONTPARNASSE;ANGOULEME;332;332;0;16;95.2;
2013-05;Sud-Est;PARIS LYON;NICE VILLE;199;199;0;36;81.9;Un incident caténaire au Creusot le 07 Mai et la panne d'un train de marchandise ont provoqué des retards très importants notament sur plusieurs trains de la liaison Paris-Nice.
2013-05;Sud-Est;PARIS LYON;PERPIGNAN;158;158;0;10;93.7;
2013-05;Atlantique;QUIMPER;PARIS MONTPARNASSE;147;147;0;8;94.6;
2013-05;Sud-Est;PARIS LYON;ANNECY;145;145;0;6;95.9;
2013-05;Atlantique;RENNES;PARIS MONTPARNASSE;578;577;1;39;93.2;
2013-05;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;119;119;0;11;90.8;
2013-05;Atlantique;ST MALO;PARIS MONTPARNASSE;102;102;0;5;95.1;
2013-05;Atlantique;PARIS MONTPARNASSE;ST MALO;57;57;0;3;94.7;
2013-05;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;437;436;1;54;87.6;
2013-05;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;457;457;0;36;92.1;
2013-05;Est;STRASBOURG;PARIS EST;481;481;0;33;93.1;
2013-05;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;126;126;0;17;86.5;
2013-05;Atlantique;PARIS MONTPARNASSE;VANNES;187;187;0;11;94.1;
2013-05;Sud-Est;PARIS LYON;BELLEGARDE (AIN);275;275;0;23;91.6;
2013-06;Sud-Est;PARIS LYON;AIX EN PROVENCE TGV;392;392;0;57;85.5;
2013-06;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;209;205;4;32;84.4;
2013-06;Nord;PARIS NORD;DUNKERQUE;124;121;3;6;95.0;
2013-06;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;215;211;4;8;96.2;
2013-06;Nord;LILLE;PARIS NORD;598;586;12;45;92.3;
2013-06;Sud-Est;LYON PART DIEU;MONTPELLIER;394;381;13;63;83.5;
2013-06;Est;PARIS EST;METZ;303;299;4;11;96.3;
2013-06;Sud-Est;PARIS LYON;NIMES;338;331;7;31;90.6;
2013-06;Est;REIMS;PARIS EST;204;202;2;12;94.1;
2013-06;Est;PARIS EST;REIMS;209;207;2;10;95.2;
2013-06;Atlantique;PARIS MONTPARNASSE;VANNES;174;172;2;15;91.3;
2013-07;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;420;420;0;95;77.4;Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV.
2013-07;Atlantique;BREST;PARIS MONTPARNASSE;181;181;0;21;88.4;Panne d'un TER en ligne.
2013-07;Nord;PARIS NORD;DUNKERQUE;115;115;0;16;86.1;
2013-07;Sud-Est;GRENOBLE;PARIS LYON;194;194;0;25;87.1;
2013-07;Atlantique;LAVAL;PARIS MONTPARNASSE;229;229;0;29;87.3;
2013-07;Atlantique;LE MANS;PARIS MONTPARNASSE;464;464;0;115;75.2;
2013-07;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;393;393;0;62;84.2;
2013-07;Sud-Est;LYON PART DIEU;MONTPELLIER;407;407;0;115;71.7;Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV.
2013-07;Sud-Est;PARIS LYON;MONTPELLIER;372;372;0;57;84.7;
2013-07;Atlantique;PARIS MONTPARNASSE;QUIMPER;186;186;0;29;84.4;
2013-07;Sud-Est;PARIS LYON;ANNECY;178;178;0;13;92.7;
2013-07;Est;PARIS EST;STRASBOURG;435;435;0;34;92.2;Accident de personne à Vendenheim (près de Strasbourg) le 18 juillet, incident caténaire en gare de Paris-Est et blocage de plusieurs voies le 30 juillet. Cet incident touche 20 TGV.
2013-07;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;150;150;0;47;68.7;Fortes chaleurs les 7 et 8. Fortes intempéries les 26 et 27. Fuite de gazole d'un train de fret. Pannes de train. Heurt d'animal.
2013-07;Atlantique;PARIS MONTPARNASSE;TOURS;147;147;0;26;82.3;
2013-07;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;653;652;1;99;84.8;Fortes chaleurs les 7 et 8 juillet. Fortes intempéries les 26 et 27 juillet. Fuite de gazole d'un train de fret. Pannes de train. Heurt d'animal.
2013-08;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;417;417;0;80;80.8;Deux incidents caténaires, des vols de câbles, des heurts d'animaux sauvages et la chute d'une voiture sur les voies près de Marseille ont fortement perturbé la circulation des TGV en août.
2013-08;Atlantique;BREST;PARIS MONTPARNASSE;178;178;0;6;96.6;
2013-08;Nord;DUNKERQUE;PARIS NORD;120;120;0;3;97.5;
2013-08;Atlantique;PARIS MONTPARNASSE;LAVAL;239;238;1;22;90.8;
2013-08;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;206;206;0;20;90.3;
2013-08;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;395;395;0;31;92.2;
2013-08;Nord;LILLE;MARSEILLE ST CHARLES;153;153;0;30;80.4;
2013-08;Sud-Est;LYON PART DIEU;PARIS LYON;540;540;0;20;96.3;
2013-08;Atlantique;RENNES;LYON PART DIEU;79;79;0;13;83.5;Une rupture caténaire (fil d'alimentation électrique) a eu lieu en banlieue parisienne (chemin d'Anthony) et a entrainé de forts retards sur nos TGV.
2013-08;Sud-Est;PARIS LYON;MACON LOCHE;184;184;0;11;94.0;
2013-08;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;460;460;0;53;88.5;
2013-08;Atlantique;PARIS MONTPARNASSE;ANGOULEME;348;348;0;16;95.4;
2013-08;Est;NANCY;PARIS EST;283;282;1;7;97.5;
2013-08;Est;PARIS EST;NANCY;292;292;0;4;98.6;
2013-08;Est;NANTES;STRASBOURG;52;52;0;3;94.2;
2013-08;Atlantique;POITIERS;PARIS MONTPARNASSE;504;503;1;33;93.4;
2013-08;Atlantique;PARIS MONTPARNASSE;POITIERS;507;507;0;20;96.1;
2013-08;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;445;445;0;39;91.2;
2013-08;Sud-Est;TOULON;PARIS LYON;321;321;0;65;79.8;Deux incidents caténaires, des vols de câbles, des heurts d'animaux sauvages et la chute d'une voiture sur les voies près de Marseille ont fortement perturbé la circulation des TGV en août.
2013-08;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;264;264;0;45;83.0;
2013-08;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;276;276;0;29;89.5;
2013-08;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;685;684;1;50;92.7;
2013-09;Atlantique;BREST;PARIS MONTPARNASSE;151;151;0;5;96.7;
2012-01;Sud-Est;AVIGNON TGV;PARIS LYON;330;330;0;24;92.7;
2012-01;Sud-Est;BELLEGARDE (AIN);PARIS LYON;264;264;0;32;87.9;
2012-01;Sud-Est;PARIS LYON;BELLEGARDE (AIN);281;281;0;41;85.4;
2012-02;Atlantique;BREST;PARIS MONTPARNASSE;162;162;0;12;92.6;
2012-02;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;305;305;0;58;81.0;
2012-02;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;197;197;0;50;74.6;
2012-02;Nord;LILLE;PARIS NORD;588;587;1;116;80.2;
2012-02;Nord;PARIS NORD;LILLE;596;595;1;97;83.7;
2012-02;Sud-Est;LYON PART DIEU;PARIS LYON;598;597;1;62;89.6;
2012-02;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;455;449;6;46;89.8;
2012-02;Est;METZ;PARIS EST;281;281;0;35;87.5;
2012-02;Est;NANTES;STRASBOURG;58;57;1;11;80.7;
2012-02;Est;STRASBOURG;NANTES;58;57;1;8;86.0;
2012-02;Sud-Est;PARIS LYON;NIMES;336;336;0;55;83.6;
2012-02;Sud-Est;PARIS LYON;PERPIGNAN;147;147;0;22;85.0;
2012-02;Atlantique;PARIS MONTPARNASSE;RENNES;534;533;1;74;86.1;
2012-02;Atlantique;ST MALO;PARIS MONTPARNASSE;94;94;0;8;91.5;
2012-02;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;138;138;0;35;74.6;
2012-02;Atlantique;VANNES;PARIS MONTPARNASSE;165;165;0;19;88.5;
2012-02;Sud-Est;PARIS LYON;AVIGNON TGV;369;366;3;48;86.9;
2012-03;Atlantique;BREST;PARIS MONTPARNASSE;173;173;0;3;98.3;Difficultés de circulation dans l'ensemble ferroviaire de Tours-St-Pierre. Plus ponctuellement, incidents survenus sur la LGV Atlantique.
2012-03;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;284;284;0;48;83.1;
2012-03;Nord;PARIS NORD;DOUAI;212;212;0;21;90.1;Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.
2012-03;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;217;217;0;27;87.6;
2012-03;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;446;446;0;20;95.5;
2012-03;Nord;LILLE;LYON PART DIEU;308;305;3;27;91.1;Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.
2012-03;Nord;LILLE;MARSEILLE ST CHARLES;159;158;1;28;82.3;Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.
2012-03;Nord;MARSEILLE ST CHARLES;LILLE;125;125;0;34;72.8;Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.
2012-03;Nord;LILLE;PARIS NORD;628;622;6;67;89.2;Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.
2012-03;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;486;486;0;22;95.5;
2012-03;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;519;519;0;22;95.8;
2012-03;Atlantique;PARIS MONTPARNASSE;ANGOULEME;333;333;0;21;93.7;Ralentissements pour travaux de renouvellement des voies au nord de Bordeaux avec retard des TGV en provenance de Bordeaux et qui desservent St-Pierre-des-Corps.
2012-03;Sud-Est;PARIS LYON;MONTPELLIER;351;351;0;24;93.2;
2012-03;Est;PARIS EST;NANCY;294;294;0;15;94.9;Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.
2012-03;Atlantique;PARIS MONTPARNASSE;NANTES;592;592;0;35;94.1;
2012-03;Atlantique;RENNES;PARIS MONTPARNASSE;582;582;0;29;95.0;
2012-03;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;474;474;0;36;92.4;
2012-03;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;135;135;0;25;81.5;
2012-03;Atlantique;VANNES;PARIS MONTPARNASSE;176;176;0;4;97.7;
2012-04;Atlantique;BREST;PARIS MONTPARNASSE;177;177;0;5;97.2;
2012-04;Atlantique;PARIS MONTPARNASSE;BREST;183;183;0;3;98.4;
2012-04;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;229;229;0;28;87.8;
2012-04;Nord;DUNKERQUE;PARIS NORD;110;110;0;4;96.4;Travaux importants de rénovation des voies entre Arras et Isbergues. entre Douai et Valenciennes et sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.
2012-04;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;210;210;0;13;93.8;
2012-04;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;428;428;0;20;95.3;
2012-04;Sud-Est;LYON PART DIEU;MONTPELLIER;363;363;0;74;79.6;Une baisse de la régularité en avril qui s'explique par une augmentation des incidents d'origine externe (trois accidents de personne, un vol de câbles sur ligne nouvelle) et une limitation de vitesse pour la réalisation de travaux au sud de Lyon.
2012-04;Atlantique;RENNES;LYON PART DIEU;79;79;0;4;94.9;
2012-04;Est;METZ;PARIS EST;292;292;0;16;94.5;Une liaison au-dessus de l'objectif malgré les pertes de temps du au jet de pierre et à l'incendie à l'entrée de Paris-Est.
2012-04;Atlantique;PARIS MONTPARNASSE;POITIERS;448;448;0;28;93.8;
2012-04;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;113;113;0;10;91.2;
2012-04;Atlantique;ST MALO;PARIS MONTPARNASSE;98;98;0;3;96.9;
2012-04;Est;STRASBOURG;PARIS EST;463;462;1;52;88.7;Un mois au dessus de l'objectif et en amélioration avec l'arrêt d'une partie des travaux.
2012-04;Nord;ARRAS;PARIS NORD;334;334;0;72;78.4;Travaux importants de rénovation des voies entre Arras et Isbergues. entre Douai et Valenciennes et sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.
2012-04;Sud-Est;AVIGNON TGV;PARIS LYON;366;366;0;65;82.2;
2012-04;Sud-Est;PARIS LYON;BELLEGARDE (AIN);268;268;0;18;93.3;
2012-04;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;604;604;0;46;92.4;
2012-05;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;451;450;1;84;81.3;
2012-05;Nord;DOUAI;PARIS NORD;207;207;0;21;89.9;
2012-05;Nord;DUNKERQUE;PARIS NORD;112;112;0;5;95.5;
2012-05;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;205;205;0;22;89.3;
2012-05;Atlantique;LE MANS;PARIS MONTPARNASSE;469;469;0;65;86.1;"Les travaux d'amélioration de la voie réalisés entre Paris et Le Mans sont à l'origine d'un part non négligeable des retards des TGV. Toutefois, quelques incidents sont tout de même à noter : problème de matériel nécessitant l'inversion de deux rames en gare du Mans; un problème attenant à la voie à la sortie de la gare de Paris-Montparnasse le 31 ainsi que des dérangements de la signalisation."
2012-05;Nord;LILLE;LYON PART DIEU;309;309;0;39;87.4;Les circulations ont été impactées par de nombreux événements : plusieurs accidents de personne ou personnes dans les voies. des heurts d'animaux. Il y a eu également des dérangements des installations ferroviaires et quelques difficultés liées aux rames TGV
2012-05;Nord;LILLE;PARIS NORD;603;602;1;51;91.5;
2012-05;Nord;PARIS NORD;LILLE;620;619;1;64;89.7;
2012-05;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;625;625;0;114;81.8;
2012-05;Sud-Est;MONTPELLIER;LYON PART DIEU;368;368;0;61;83.4;
2012-05;Sud-Est;PARIS LYON;LYON PART DIEU;625;623;2;35;94.4;
2012-05;Sud-Est;MACON LOCHE;PARIS LYON;174;174;0;18;89.7;
2012-05;Est;METZ;PARIS EST;300;300;0;21;93.0;Un légère baisse mais un résultat toujours supérieur à l'objectif malgré un baisse de la performance du matériel sur la fin de mois.
2012-05;Atlantique;PARIS MONTPARNASSE;ANGOULEME;312;312;0;19;93.9;
2012-05;Sud-Est;MULHOUSE VILLE;PARIS LYON;311;311;0;22;92.9;
2012-05;Atlantique;NANTES;PARIS MONTPARNASSE;579;579;0;18;96.9;
2012-05;Atlantique;PARIS MONTPARNASSE;NANTES;554;554;0;22;96.0;
2012-05;Sud-Est;NIMES;PARIS LYON;394;393;1;36;90.8;
2012-05;Atlantique;PARIS MONTPARNASSE;POITIERS;455;455;0;32;93.0;
2012-05;Atlantique;PARIS MONTPARNASSE;QUIMPER;156;156;0;19;87.8;Travaux ayant lieu en Bretagne avec limitation de la vitesse de nombreux TGV occasionnant des retards.
2012-05;Sud-Est;ANNECY;PARIS LYON;197;197;0;13;93.4;
2012-05;Atlantique;PARIS MONTPARNASSE;RENNES;563;563;0;54;90.4;
2012-05;Atlantique;PARIS MONTPARNASSE;ST MALO;55;55;0;9;83.6;Les trains circulant entre St Malo et Paris ont été retardés par des limitations de vitesses dues aux différentes zones de travaux présentes sur le parcours (travaux près de Connerré et régénération de voies de la Ligne à Grande Vitesse Atlantique à Massy) ainsi que par quelques incidents (présence d'animaux domestiques aux abords de la voie près de Dol et un accident de personne entre Dol et St Malo).
2012-05;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;466;466;0;78;83.3;Les travaux près de Connerré (72) et de Massy (banlieue sud de Paris) ont une part de responsabilité dans l'irrégularité des trains ayant circulés entre Saint-Pierre-des-Corps et Paris. Les fortes affluences de voyageurs en raison des divers ponts du mois de mai ont aussi porté préjudice à notre production (prise en charge de 906 personnes à mobilité réduite entre autre).
2012-05;Est;STRASBOURG;PARIS EST;471;471;0;73;84.5;Un légère baisse mais un résultat toujours supérieur à l'objectif malgré un baisse de la performance du matériel sur la fin de mois.
2012-05;Nord;ARRAS;PARIS NORD;338;338;0;32;90.5;
2012-05;Nord;PARIS NORD;ARRAS;370;370;0;42;88.6;
2012-06;Atlantique;BREST;PARIS MONTPARNASSE;162;162;0;8;95.1;
2012-06;Nord;DOUAI;PARIS NORD;201;201;0;21;89.6;
2012-06;Atlantique;LAVAL;PARIS MONTPARNASSE;237;237;0;13;94.5;
2012-06;Atlantique;LE MANS;PARIS MONTPARNASSE;471;469;2;63;86.6;Quelques incidents ayant un fort impact sur la régularité des TGV.
2012-06;Nord;LYON PART DIEU;LILLE;274;274;0;76;72.3;Liaison touchée par des vols de câbles et des accidents de personnes sur le Nord mais aussi par des dérangements d'installations ferroviaires sur le Sud-Est.
2012-06;Sud-Est;MONTPELLIER;LYON PART DIEU;359;359;0;56;84.4;
2012-06;Sud-Est;MACON LOCHE;PARIS LYON;170;170;0;15;91.2;
2012-06;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;502;501;1;42;91.6;
2012-06;Atlantique;PARIS MONTPARNASSE;ANGOULEME;322;322;0;24;92.5;
2012-06;Est;PARIS EST;NANCY;286;286;0;12;95.8;
2012-06;Est;NANTES;STRASBOURG;60;60;0;4;93.3;
2012-06;Atlantique;POITIERS;PARIS MONTPARNASSE;493;492;1;66;86.6;Quelques incidents ayant un fort impact sur la régularité des TGV.
2012-06;Atlantique;PARIS MONTPARNASSE;QUIMPER;160;160;0;14;91.3;
2012-06;Est;REIMS;PARIS EST;230;230;0;25;89.1;
2012-06;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;116;116;0;13;88.8;
2012-06;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;116;116;0;7;94.0;
2012-06;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;459;459;0;41;91.1;
2011-12;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;195;195;0;17;91.3;
2012-01;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;262;262;0;36;86.3;
2012-01;Nord;DOUAI;PARIS NORD;207;207;0;26;87.4;
2012-01;Nord;DUNKERQUE;PARIS NORD;109;109;0;8;92.7;
2012-01;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;217;217;0;30;86.2;
2012-01;Atlantique;LE MANS;PARIS MONTPARNASSE;478;478;0;76;84.1;
2012-01;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;446;446;0;25;94.4;
2012-01;Atlantique;LYON PART DIEU;RENNES;31;31;0;1;96.8;
2012-01;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;495;495;0;33;93.3;
2012-01;Est;METZ;PARIS EST;301;301;0;25;91.7;
2012-01;Est;PARIS EST;METZ;314;314;0;20;93.6;
2012-01;Atlantique;PARIS MONTPARNASSE;ANGOULEME;331;331;0;19;94.3;
2012-01;Est;MULHOUSE VILLE;PARIS LYON;314;314;0;25;92.0;
2012-01;Est;NANCY;PARIS EST;301;301;0;15;95.0;
2012-01;Atlantique;PARIS MONTPARNASSE;NANTES;592;592;0;36;93.9;
2012-01;Sud-Est;NICE VILLE;PARIS LYON;162;162;0;11;93.2;
2012-01;Sud-Est;PARIS LYON;ANNECY;207;207;0;13;93.7;
2012-01;Atlantique;RENNES;PARIS MONTPARNASSE;577;577;0;45;92.2;
2012-01;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;470;470;0;62;86.8;
2012-01;Est;STRASBOURG;PARIS EST;481;480;1;55;88.5;
2012-01;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;244;244;0;21;91.4;
2012-01;Sud-Est;PARIS LYON;AVIGNON TGV;395;395;0;35;91.1;
2012-02;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;397;396;1;75;81.1;
2012-02;Sud-Est;DIJON VILLE;PARIS LYON;449;447;2;68;84.8;
2012-02;Sud-Est;PARIS LYON;DIJON VILLE;456;456;0;39;91.4;
2012-02;Nord;DOUAI;PARIS NORD;189;189;0;35;81.5;
2012-02;Sud-Est;GRENOBLE;PARIS LYON;237;237;0;23;90.3;
2012-02;Atlantique;LAVAL;PARIS MONTPARNASSE;234;234;0;33;85.9;
2012-02;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;203;203;0;49;75.9;
2012-02;Atlantique;PARIS MONTPARNASSE;LE MANS;426;426;0;98;77.0;
2012-02;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;419;419;0;73;82.6;
2012-02;Nord;LYON PART DIEU;LILLE;255;255;0;86;66.3;
2012-02;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;554;554;0;122;78.0;
2012-02;Sud-Est;LYON PART DIEU;MONTPELLIER;337;336;1;106;68.5;
2012-02;Atlantique;LYON PART DIEU;RENNES;29;29;0;10;65.5;
2012-02;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;485;479;6;42;91.2;
2012-02;Sud-Est;PARIS LYON;MONTPELLIER;336;336;0;50;85.1;
2012-02;Est;PARIS EST;NANCY;276;276;0;27;90.2;
2012-02;Atlantique;PARIS MONTPARNASSE;NANTES;556;556;0;65;88.3;
2012-02;Sud-Est;PERPIGNAN;PARIS LYON;143;143;0;21;85.3;
2012-02;Atlantique;QUIMPER;PARIS MONTPARNASSE;140;140;0;16;88.6;
2012-02;Sud-Est;PARIS LYON;ANNECY;195;195;0;27;86.2;
2012-02;Atlantique;RENNES;PARIS MONTPARNASSE;544;544;0;71;86.9;
2012-02;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;96;95;1;22;76.8;
2012-02;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;227;223;4;50;77.6;
2012-02;Nord;ARRAS;PARIS NORD;325;325;0;58;82.2;
2012-02;Sud-Est;AVIGNON TGV;PARIS LYON;311;310;1;50;83.9;
2012-03;Sud-Est;DIJON VILLE;PARIS LYON;470;470;0;50;89.4;
2012-03;Nord;DOUAI;PARIS NORD;210;209;1;31;85.2;Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.
2012-03;Nord;PARIS NORD;DUNKERQUE;164;163;1;7;95.7;Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.
2012-03;Sud-Est;GRENOBLE;PARIS LYON;251;251;0;11;95.6;
2012-03;Atlantique;PARIS MONTPARNASSE;LAVAL;250;250;0;13;94.8;
2012-03;Nord;LYON PART DIEU;LILLE;270;269;1;55;79.6;Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.
